text,label
The engine stalls when the AC starts,engine_problem
One of my tyres keeps losing pressure,tyre
I need a flat tyre replaced,tyre
Can you check all four tread depths,tyre
The steering pulls left while driving,tyre
My front tyres are wearing unevenly,tyre
There is a nail in the rear tyre,tyre
Please inflate the tyres to the correct pressure,tyre
I feel vibration through the steering wheel,tyre
What tyre size fits my car,tyre
The sidewall has a dangerous bulge,tyre
Can you mend a puncture in my front tyre,tyre
My spare tyre is flat as well,tyre
I need wheel balancing after fitting tyres,tyre
My tyres lose grip on wet roundabouts,tyre
The tyre has a cut on its shoulder,tyre
Please rotate the tyres,tyre
The valve is leaking air,tyre
My tyres are cracked around the sidewalls,tyre
Can you fit four new tyres,tyre
The tread is nearly worn out,tyre
My car shakes after new tyres were fitted,tyre
I need tyres suitable for winter driving,tyre
The pressure warning stays on after inflation,tyre
There is a screw in my tyre tread,tyre
Can you inspect the wheels for alignment,tyre
One rear tyre goes flat overnight,tyre
I want matching tyres on both front wheels,tyre
The tyre bead leaks near the rim,tyre
My tyres are noisy at motorway speed,tyre
Please check the tyre pressure sensors,tyre
I need replacement tyres before a long journey,tyre
The tread is worn on the inside edge,tyre
The tyre tread has a zigzag wear pattern,tyre
Can you replace a damaged sidewall tyre,tyre
My vehicle pulls right after a puncture repair,tyre
Is this tyre safe after running flat,tyre
The car feels bouncy because of tyre pressure,tyre
I need an emergency roadside puncture repair,tyre
The pressure drops whenever temperatures fall,tyre
Can you measure the legal tread depth,tyre
My alloy wheel has a slow tyre leak,tyre
The front tyres are much more worn,tyre
Please fit tyres supplied by me,tyre
The rear wheels vibrate at speed,tyre
I want tyres with good wet grip,tyre
Can worn tyres increase fuel use,tyre
The tyre sidewall has a deep scrape,tyre
Can you replace the leaking valve,tyre
My car feels unstable when changing lanes,tyre
The tyres became noisy after a wheel change,tyre
Please inspect the tyres before my trip,tyre
I need all season tyres for city driving,tyre
My tyre pressure alert returns after inflation,tyre
Can you check for a hidden nail,tyre
My wheel has a leak around the rim,tyre
I need a replacement rear tyre,tyre
The tyre tread has patchy wear,tyre
Can you balance the rear wheels,tyre
My car pulls after a wheel alignment,tyre
Please inspect a bulge on my front tyre,tyre
I need help reading my tyre markings,tyre
Can you fit a tyre to my spare wheel,tyre
The vehicle has different pressures on each wheel,tyre
My tyre went flat while parked,tyre
Should I replace two tyres or all four,tyre
The tyre sensor is not reporting pressure,tyre
I need affordable tyres for a small car,tyre
Can you check the tyre bead,tyre
My tyres wear quickly after suspension work,tyre
Please repair the passenger side puncture,tyre
The steering wheel shakes after a pothole,tyre
I need a tyre inspection for an MOT,tyre
The car has a thumping noise from one tyre,tyre
Can you recommend a safe replacement tyre,tyre
My tyre loses air only while driving,tyre
The car feels too soft after tyre inflation,tyre
The suspension feels bouncy over speed bumps,suspension
I hear a clunk over potholes,suspension
My car leans to one side when parked,suspension
The ride has become very harsh,suspension
Could you test the condition of my shock absorbers,suspension
The front suspension creaks when leaving a parking space,suspension
The vehicle sways around corners,suspension
There is a knock from the front suspension,suspension
The rear bounces repeatedly after a bump,suspension
One shock absorber is leaking oil,suspension
The steering feels loose on rough roads,suspension
Are replacement suspension springs needed,suspension
The vehicle rolls too much in bends,suspension
The car dips at the front when braking,suspension
My vehicle sits low on one side,suspension
Please fit new front struts if they are worn,suspension
The front suspension knocks over drain covers,suspension
The suspension squeaks while turning,suspension
My ride height has changed recently,suspension
Potholes make the car feel unstable,suspension
Please check the suspension before new tyres,suspension
The rear makes noise with passengers inside,suspension
How much do shock replacements cost,suspension
My car bounces on smooth roads,suspension
The steering does not return after a turn,suspension
Can worn shocks affect tyre wear,suspension
There is metal scraping beneath the car,suspension
The vehicle feels unstable at motorway speed,suspension
Please inspect the ball joints and control arms,suspension
The front end rattles at low speed,suspension
Can you check the suspension after a pothole impact,suspension
My car sags at the rear,suspension
I need a complete suspension check,suspension
The suspension feels loose over speed humps,suspension
There is a creak from the front when cold,suspension
The car dips heavily when I stop,suspension
Can you test whether the shocks are worn,suspension
My vehicle rolls too much in bends,suspension
The rear of the car sits too low,suspension
I hear a rattle from the front end,suspension
The ride became rough after a kerb hit,suspension
Please inspect the suspension bushes,suspension
The vehicle drifts over uneven roads,suspension
My shock absorber has fluid around it,suspension
The car knocks when I turn into a driveway,suspension
Can broken springs cause uneven height,suspension
The suspension warning light is on,suspension
My car bottoms out over small bumps,suspension
Please replace the rear shock absorbers,suspension
The front suspension bangs on sharp turns,suspension
My vehicle feels soft and floats on bends,suspension
There is a popping noise when steering,suspension
Can you check the anti roll bar links,suspension
The suspension makes noise at low speed,suspension
I need front struts replaced,suspension
The car vibrates over cobbled roads,suspension
My vehicle thumps when accelerating,suspension
Please check the control arm bushes,suspension
The front end rattles after hitting a kerb,suspension
My car sits lower with passengers inside,suspension
Do worn bushes affect steering control,suspension
The suspension feels different on one side,suspension
There is a metallic knock under the passenger seat,suspension
Can you inspect the spring seats,suspension
The car is difficult to control on rough roads,suspension
I need repairs after a pothole hit,suspension
The front wheel seems out of position,suspension
My vehicle has a bouncing rear end,suspension
Please check the strut mounts,suspension
The suspension squeaks when the boot is loaded,suspension
The car rolls excessively around roundabouts,suspension
I hear tapping beneath the car while turning,suspension
Can damaged control arms cause tyre wear,suspension
The ride is uncomfortable on normal roads,suspension
My car pulls over bumps,suspension
Please inspect the suspension after tyre fitting,suspension
The front shock is leaking fluid,suspension
The rear spring looks compressed,suspension
My car became unstable after a road impact,suspension
I need the suspension mounting points checked,suspension
The steering clunks on driveway entrances,suspension
Can you tell if the ball joints are worn,suspension
My car bounces after a shallow dip,suspension
I want the springs and shocks inspected,suspension
The power window on my car has stopped,electrical
My dashboard lights flicker while driving,electrical
The headlights will not switch on,electrical
The horn has stopped working,electrical
Central locking works only sometimes,electrical
Can you diagnose an electrical fault,electrical
The interior lights stay on after locking,electrical
My wipers move very slowly,electrical
The radio switches off by itself,electrical
The accessory socket keeps blowing its fuse,electrical
My indicators flash too quickly,electrical
The rear light cluster has stopped illuminating,electrical
The dashboard warning lights remain on,electrical
The electric mirrors will not adjust,electrical
My alarm goes off without a reason,electrical
The starter circuit is not engaging,electrical
My window works intermittently,electrical
The dashboard display is completely blank,electrical
Please repair the driver window motor,electrical
The headlights dim when I brake,electrical
My charging socket has no power,electrical
The parking sensors have stopped working,electrical
There is a hot electrical smell near the fuse panel,electrical
The dashboard display is flickering and unreadable,electrical
The remote key will not lock the car,electrical
The cooling fan runs after the engine is off,electrical
The battery drains while the vehicle is parked,electrical
Can you measure the alternator charging voltage,electrical
The remote boot button stopped working,electrical
The brake lights stay on continuously,electrical
My reverse lights do not illuminate,electrical
The media display is stuck on one screen,electrical
The electric seat will not move,electrical
Water entered the car and now the wiring is faulty,electrical
The car will not start because of an electrical fault,electrical
The passenger window stops halfway down,electrical
The instrument panel flickers over bumps,electrical
Can you replace the blown headlight fuse,electrical
The horn works only when turning the wheel,electrical
My rear wiper is stuck,electrical
The door lock actuator is not responding,electrical
The heater fan has lost power,electrical
One headlight is much dimmer,electrical
The alarm will not disarm with the remote,electrical
My radio loses its settings overnight,electrical
Can you check the wiring behind the dash,electrical
The heated rear window does not work,electrical
My electric seat will not move,electrical
The boot release button is dead,electrical
Several dashboard symbols stay lit after startup,electrical
My parking camera has no image,electrical
The indicators fail on the right side,electrical
There is a clicking relay under the dashboard,electrical
The car locks and unlocks repeatedly,electrical
My windscreen washer pump has stopped,electrical
The number plate lights are out,electrical
The electric sunroof will not close,electrical
Can you investigate a short circuit,electrical
My interior fan works only intermittently,electrical
The headlights stay on after removing the key,electrical
My reverse camera screen is blank,electrical
The USB ports stopped working,electrical
The electric parking brake shows a fault,electrical
My dashboard clock resets at startup,electrical
There is moisture inside a headlight,electrical
The vehicle loses accessory power while driving,electrical
Can you check the starter motor circuit,electrical
The remote key works only very close,electrical
My wipers stop in the middle of the screen,electrical
The electric windows are slow on both sides,electrical
The heated seats no longer warm up,electrical
My door open warning stays on,electrical
The charging warning appears intermittently,electrical
Can you inspect wiring beneath the driver seat,electrical
My fuse keeps failing after replacement,electrical
The car alarm sounds when it rains,electrical
The instrument cluster goes blank sometimes,electrical
My headlights turn off with high beam,electrical
The cabin fan runs after the ignition is off,electrical
There is a burning plastic smell inside,electrical
The key is not detected by the car,electrical
Can you replace the fuse for heated seats,electrical
My electric boot lid will not open,electrical
The central locking works inside but not remotely,electrical
My AC only cools the cabin on one side,ac
The air conditioner makes a squeal when accelerating,ac
Please inspect the AC fuse and relay,ac
The climate system blows air but the temperature stays warm,ac
My vents smell damp after the car has been parked,ac
Can you check whether the compressor has seized,ac
The AC loses pressure overnight,ac
I need the cabin filter replaced before summer,ac
The demister airflow is too weak,ac
My air conditioning stops whenever I turn sharply,ac
There is moisture around the AC drain,ac
The climate control display is flashing,ac
Can you inspect the AC pipes for damage,ac
The compressor makes a grinding noise,ac
My car takes ages to cool even on maximum,ac
I need a wash for the outside of my hatchback,car_wash
Can you remove mud from the wheel arches,car_wash
Please clean the dashboard and door panels,car_wash
My car needs an oil service after a long trip,oil_change
The oil pressure warning flashes at low revs,oil_change
Can you check oil leaking from the timing cover,oil_change
I need the correct oil for my older vehicle,oil_change
The engine oil level is falling between weekly checks,oil_change
Please replace the oil filter and sump plug washer,oil_change
My service reminder says engine oil required,oil_change
Can you inspect the oil for coolant contamination,oil_change
The oil cap has sludge around its edge,oil_change
I need fresh oil before putting my car into storage,oil_change
My oil leak leaves a mark under the front of the car,oil_change
Is the oil pressure sensor causing this warning,oil_change
Please record the oil change in my service history,oil_change
The coolant level drops after every motorway journey,overheating
My car overheats when waiting in a queue,overheating
Can you check the radiator fan motor,overheating
The coolant hose feels soft and leaks when hot,overheating
I need the engine cooling system examined urgently,overheating
